Ticker,Sector,Industry,Region,Market_Cap,Market_Cap_Classification,Volatility_Classification,Growth_vs_Value,P/E_Ratio,Dividend_Yield_percent,52_Week_High,52_Week_Low,Beta,Avg_Volume,Avg_Close_Price
HTBK,Financial Services,Banks—Regional,North America,653494272,Small Cap,Low Volatility,Value,14.9577465,4.9000002,11.27,7.66,0.913,389024.3027888446,9.13832670188995
AGCO,Industrials,Farm & Heavy Construction Machinery,North America,7573513216,Small Cap,High Volatility,Growth,44.783184,1.15,130.26,84.35,1.249,778599.203187251,106.14215139563815
BHE,Technology,Electronic Components,North America,1745489792,Small Cap,Low Volatility,Growth,28.19186,1.39999995,52.57,24.93,0.982,294550.59760956175,36.89908356685562
SJW,Utilities,Utilities—Regulated Water,North America,1852885120,Small Cap,Low Volatility,Growth,20.115524,2.87,70.43,51.17,0.621,188227.09163346613,58.11258971073713
EVTC,Technology,Software—Infrastructure,North America,2290107648,Small Cap,High Volatility,Growth,28.125,0.5599999999999999,42.21,28.76,1.156,389809.9601593625,36.166294804607254
ABG,Consumer Cyclical,Auto & Truck Dealerships,North America,5093317120,Small Cap,High Volatility,Value,14.580808,0.0,277.13,195.09,1.165,182787.25099601594,227.66035807940114
PWR,Industrials,Engineering & Construction,North America,50855284736,Mid Cap,High Volatility,Growth,63.68207,0.11999999,350.19,187.16,1.009,904039.4422310757,258.58422371305795
MOD,Consumer Cyclical,Auto Parts,North America,7129395712,Small Cap,High Volatility,Growth,44.667763,0.0,146.84,50.59,2.246,823484.4621513945,97.686892247295
MORN,Financial Services,Financial Data & Stock Exchanges,North America,15251752960,Mid Cap,High Volatility,Growth,46.721634,0.45999999999999996,359.5,269.51,1.182,122913.54581673307,303.89434255166833
GM,Consumer Cyclical,Auto Manufacturers,North America,61126762496,Mid Cap,High Volatility,Value,5.932764,0.86,61.24,32.6,1.414,15396935.059760956,44.2733465855815
WFC,Financial Services,Banks—Diversified,North America,257069924352,Large Cap,High Volatility,Value,15.835758,2.1,78.13,44.41,1.136,18197223.10756972,57.18115524656744
CNOB,Financial Services,Banks—Regional,North America,1064775232,Small Cap,High Volatility,Value,15.895953,2.6199998,29.31,17.07,1.237,184434.66135458168,21.916892412649208
FR,Real Estate,REIT—Industrial,North America,7354345472,Small Cap,High Volatility,Growth,23.038794,2.77,57.35,45.1,1.093,1092033.8645418326,51.91681277514454
ADXS,Healthcare,Biotechnology,North America,1150038,Small Cap,Unknown,Unknown,,0.0,1.49,0.0012,,10109.96812749004,0.3584753398410605
SIGI,Financial Services,Insurance—Property & Casualty,North America,6206459392,Small Cap,Low Volatility,Growth,27.443546,1.49,109.58,81.0,0.565,356074.1035856574,97.06629481828546
FRO,Energy,Oil & Gas Midstream,North America,3735606016,Small Cap,Low Volatility,Value,6.5772357,13.719999999999999,29.39,16.099,0.107,1966518.7250996016,23.02294823088019
MSA,Industrials,Security & Protection Services,North America,6852511232,Small Cap,Low Volatility,Growth,25.117052,1.17,200.61,160.02,0.989,153898.8047808765,178.60119507322273
CNP,Utilities,Utilities—Regulated Electric,North America,21285398528,Mid Cap,Low Volatility,Growth,21.746666,2.5799999000000002,32.86,25.41,0.917,5250262.151394422,28.830876475786308
OSUR,Healthcare,Medical Instruments & Supplies,North America,286441728,Small Cap,Low Volatility,Growth,25.333332,0.0,8.45,3.72,0.046,885791.6334661355,5.442390455192779
LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",North America,130502960,Small Cap,High Volatility,Unknown,,2.8900001,11.68,5.25,1.26,73556.57370517928,8.050398408654202
IDXX,Healthcare,Diagnostics & Research,North America,34535673856,Mid Cap,High Volatility,Growth,40.63102,0.0,583.39,398.5,1.357,507527.49003984063,501.8956174812469
