Ticker,Sector,Industry,Region,Market Cap Classification,Volatility Classification,Growth vs Value,P/E Ratio,Dividend Yield (%),Beta,Avg Volume,Recent Close Price,EPS,Revenue,Net Income,Debt-to-Equity Ratio,ROE,P/B Ratio,Free Cash Flow,Analyst Ratings,Insider Transactions
KRC,Real Estate,REIT - Office,North America,Mid Cap,Medium Volatility,Growth,24.868263,5.1999997,1.042,1080846.614,41.52999878,1.67,1118265984,196727008,91.463,0.039189998,0.9111852,669618496,buy,Negative
BJRI,Consumer Cyclical,Restaurants,North America,Small Cap,High Volatility,Growth,30.507936,0,2.107,375999.2032,38.43999863,1.26,1336598016,30004000,133.197,0.08141,2.3396225,20188500,strongBuy,Negative
MWA,Industrials,Specialty Industrial Machinery,North America,Mid Cap,High Volatility,Growth,33.837837,1.07,1.335,1226522.709,25.04000092,0.74,1314700032,115900000,55.487,0.15234,4.8293157,192987504,buy,Negative
BBSI,Industrials,Staffing & Employment Services,North America,Small Cap,High Volatility,Growth,22.703703,0.75,1.386,138206.3745,42.90999985,1.89,1116392960,50751000,12.132,0.25643,1.5395931,-18264124,buy,Positive
ADBE,Technology,Software - Infrastructure,North America,Large Cap,High Volatility,Growth,43.685856,0,1.299,3166801.594,515.9299927,11.81,20946999296,5360000000,41.788,0.35355,15.784916,6618500096,buy,Negative
IBTX,Financial Services,Banks - Regional,North America,Mid Cap,High Volatility,Unknown,,2.27,1.371,241409.1633,66.91999817,-10.5,466720000,-432156000,,-0.20276,1.4229215,,buy,Negative
HRL,Consumer Defensive,Packaged Foods,North America,Large Cap,Low Volatility,Growth,22.678322,3.58,0.254,2589411.155,32.43000031,1.43,11980785664,780777024,36.305,0.10005,2.260403,702241472,sell,Positive
ESE,Technology,Scientific & Technical Instruments,North America,Mid Cap,Medium Volatility,Growth,37.76336,0.23,1.081,124037.8486,148.4100037,3.93,1000873024,99615000,22.133,0.08659001,3.8213558,51208876,buy,Positive
IVR,Real Estate,REIT - Mortgage,North America,Small Cap,High Volatility,Value,6.2781954,19.16,1.856,1163670.12,8.350000381,1.33,102893000,62515000,605.002,0.101789996,0.8768246,,sell,Positive
VIRT,Financial Services,Capital Markets,North America,Mid Cap,Low Volatility,Growth,18.56219,2.57,0.368,1217303.187,37.31000137,2.01,1910017024,176331008,382.912,0.24925,2.6154926,,strongBuy,Neutral
FCN,Industrials,Consulting Services,North America,Mid Cap,Low Volatility,Growth,23.251436,0,0.114,186391.6335,202.5200043,8.71,3728411904,312011008,11.241,0.15158,3.176834,462241120,buy,Negative
FDP,Consumer Defensive,Farm Products,North America,Small Cap,Low Volatility,Growth,105.46875,2.96,0.399,248769.7211,33.75,0.32,4275599872,15300000,22.196,0.00725,0.81254816,83450000,buy,Positive
ALCO,Consumer Defensive,Farm Products,North America,Small Cap,Medium Volatility,Value,7.859237,0.75,0.805,27017.13147,26.79999924,3.41,46388000,26037000,30.804,0.09702,0.75819725,-27565876,buy,Positive
CNX,Energy,Oil & Gas E&P,North America,Mid Cap,High Volatility,Value,13.198697,0,1.375,2680103.984,40.52000046,3.07,1369239040,568115008,56.482,0.13833,1.4208072,263248752,sell,Positive
HHS,Industrials,Conglomerates,North America,Small Cap,Low Volatility,Unknown,,0,0.637,24921.11554,5.840000153,-4.1,187092992,-29364000,128.227,-1.4268899,2.1251822,-12674875,buy,Positive
RWT,Real Estate,REIT - Mortgage,North America,Small Cap,High Volatility,Value,12.785714,9.5,1.63,1137847.809,7.159999847,0.56,268358000,70608000,1375.333,0.070089996,0.8190346,,buy,Positive
QCRH,Financial Services,Banks - Regional,North America,Small Cap,Medium Volatility,Value,13.388082,0.26,0.938,62060.15936,92.11000061,6.88,341804992,116480000,,0.12906,1.5902694,,buy,Positive
FFBC,Financial Services,Banks - Regional,North America,Mid Cap,Medium Volatility,Value,12.728449,3.25,0.974,381092.4303,29.53000069,2.32,763427968,220676992,,0.096370004,1.1506839,,strongSell,Negative
LNTH,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Mid Cap,Low Volatility,Value,14.828903,0,0.512,1080960.558,89.26999664,6.02,1496798976,427612000,52.666,0.45528,5.2601495,246266496,buy,Negative
HEES,Industrials,Rental & Leasing Services,North America,Mid Cap,High Volatility,Growth,15.1624365,1.84,1.811,265837.4502,59.74000168,3.94,1518306944,143742000,294.985,0.26488,3.61185,232616368,buy,Negative
GATX,Industrials,Rental & Leasing Services,North America,Mid Cap,Medium Volatility,Growth,21.888,1.4099999,0.959,150414.3426,164.1600037,7.5,1540700032,268800000,348.685,0.118710004,2.3942592,-1245387520,strongBuy,Positive
INTU,Technology,Software - Application,North America,Large Cap,High Volatility,Growth,62.485878,0.61000003,1.246,1359927.49,641.7299805,10.27,16284999680,2963000064,,0.16597,9.755701,4246874880,buy,Negative
USPH,Healthcare,Medical Care Facilities,North America,Small Cap,High Volatility,Growth,112.22727,1.78,1.389,93561.75299,98.76000214,0.88,639062016,14100000,37.922,0.047519997,3.0843222,75812752,buy,Negative
UIS,Technology,Information Technology Services,North America,Small Cap,Low Volatility,Unknown,,0,0.733,597894.4223,7.980000019,-5.65,2020600064,-388700000,,,,-225700000,sell,Negative
HLT,Consumer Cyclical,Lodging,North America,Large Cap,High Volatility,Growth,54.03838,0.23999999,1.307,1551021.116,253.4400024,4.69,4695000064,1176999936,,,,1526125056,buy,Positive
FCBC,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Growth,16.850365,2.69,0.514,34729.88048,46.16999817,2.74,163168992,50348000,,0.09908,1.6218779,,strongSell,Negative
MTRN,Basic Materials,Other Industrial Metals & Mining,North America,Mid Cap,Medium Volatility,Growth,32.66102,0.47,1.189,98043.8247,115.6200027,3.54,1668910976,74207000,60.814,0.082279995,2.574597,-2948625,buy,Positive
KRNY,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Unknown,,5.56,0.764,415306.3745,7.920000076,-1.45,128414000,-90417000,,-0.11295,0.65835416,,strongSell,Positive
GRBK,Consumer Cyclical,Residential Construction,North America,Mid Cap,High Volatility,Value,9.268482,0,1.829,381605.5777,71.45999908,7.71,1982011008,347915008,19.263,0.26507,2.1585863,-113292128,strongSell,Negative
EXPD,Industrials,Integrated Freight & Logistics,North America,Large Cap,Medium Volatility,Growth,23.7115,1.2,0.974,1221623.904,121.6399994,5.13,9923577856,732913984,23.009,0.30290002,7.224565,454065632,sell,Positive
CPAY,Technology,Software - Infrastructure,North America,Large Cap,High Volatility,Growth,27.168924,0,1.214,479362.1514,381.1799927,14.03,3877477888,1013648000,253.558,0.32836,8.602767,846081856,buy,Positive
EDR,Communication Services,Entertainment,North America,Mid Cap,Low Volatility,Unknown,,0.7900001,0.771,3337867.729,30.37000084,-0.59,7481692160,88080000,56.542,-0.02876,2.213073,480596000,buy,Negative
SCVL,Consumer Cyclical,Apparel Retail,North America,Small Cap,High Volatility,Value,12.411764,1.61,1.557,248955.7769,33.75999832,2.72,1233144064,77240000,58.278,0.13158,1.5699404,50538000,buy,Positive
LQDT,Consumer Cyclical,Internet Retail,North America,Small Cap,High Volatility,Growth,41.241936,0,1.394,129323.1076,25.56999969,0.62,336348000,19896000,9.068,0.121400006,4.539322,44436624,buy,Positive
WM,Industrials,Waste Management,North America,Large Cap,Low Volatility,Growth,34.842747,1.3099999,0.747,1604778.088,228.2200012,6.55,21386999808,2640999936,208.894,0.35025,11.479879,1359874944,buy,Negative
OXY,Energy,Oil & Gas E&P,North America,Large Cap,High Volatility,Value,13.857534,1.74,1.608,9542906.375,50.58000183,3.65,27136999424,3529999872,79.146,0.13118,1.7983361,-4865750016,buy,Positive
NOC,Industrials,Aerospace & Defense,North America,Large Cap,Low Volatility,Growth,30.206663,1.68,0.346,844117.9283,489.6499939,16.21,40985001984,2375000064,122.722,0.15484,4.8411655,2600624896,buy,Positive
WING,Consumer Cyclical,Restaurants,North America,Mid Cap,High Volatility,Growth,96.13158,0.33000002,1.735,454671.7131,328.769989,3.42,591043008,100778000,,,,97486624,strongBuy,Negative
ASGN,Technology,Information Technology Services,North America,Mid Cap,High Volatility,Growth,23.118687,0,1.4,304254.5817,91.55000305,3.96,4188800000,183100000,62.314,0.099429995,2.2804832,327687488,buy,Negative
RTX,Industrials,Aerospace & Defense,North America,Large Cap,Low Volatility,Growth,35.10951,2.07,0.54,6645425.498,121.8300018,3.47,79042002944,4718000128,69.597,0.073460005,2.6533813,8071000064,buy,Positive
SLAB,Technology,Semiconductors,North America,Mid Cap,High Volatility,Unknown,,0,1.204,309680.4781,110.6500015,-7.41,504982016,-236974000,,-0.20243,3.3094063,79115624,buy,Negative
FOXF,Consumer Cyclical,Auto Parts,North America,Small Cap,High Volatility,Growth,124.92308,0,1.655,578371.3147,32.47999954,0.26,1373579008,10742000,73.464,0.00881,1.1309979,11804375,buy,Positive
FC,Consumer Defensive,Education & Training Services,North America,Small Cap,High Volatility,Growth,20.908047,0,1.242,72243.02789,36.38000107,1.74,287232992,23402000,8.629,0.28929,5.676393,51112876,buy,Positive
GLT,Basic Materials,Paper & Paper Products,North America,Small Cap,High Volatility,Unknown,,0,1.742,191338.9402,20.47999954,-20.28,1309181952,-70557000,445.918,-0.3065,0.35642323,10553625,buy,Positive
LXP,Real Estate,REIT - Industrial,North America,Mid Cap,Medium Volatility,Growth,155.83334,5.61,0.894,2212598.805,9.350000381,0.06,340563008,19518000,74.669,0.01328,1.3727794,109433000,buy,Negative
CWT,Utilities,Utilities - Regulated Water,North America,Mid Cap,Low Volatility,Value,14.794797,2.19,0.489,319909.1633,51.18999863,3.46,1029123008,201276000,80.439,0.13166,1.8693397,-164066128,strongBuy,Negative
BRKR,Healthcare,Medical Devices,North America,Mid Cap,High Volatility,Growth,27.99517,0.34999999,1.204,1089449.004,57.95000076,2.07,3241299968,304900000,132.635,0.19725999,4.861577,249875008,strongBuy,Negative
TKO,Communication Services,Entertainment,North America,Large Cap,Unknown,Unknown,,0,,1062933.466,137.9600067,-0.44,2776140032,-34938000,34.449,-0.00649,2.767947,688875136,buy,Negative
D,Utilities,Utilities - Regulated Electric,North America,Large Cap,Low Volatility,Growth,21.678967,4.54,0.596,4543826.693,58.75,2.71,14593000448,2278000128,156.351,0.085030004,1.8848251,2667624960,buy,Negative
BSX,Healthcare,Medical Devices,North America,Large Cap,Low Volatility,Growth,74.92562,0,0.797,6042080.08,90.66000366,1.21,15911000064,1792999936,53.722,0.08916,6.450833,1804875008,buy,Positive
RM,Financial Services,Credit Services,North America,Small Cap,High Volatility,Value,12.881858,3.9300002,1.529,25673.30677,30.53000069,2.37,556726016,23739000,405.351,0.069460005,0.8792443,-23487500,strongBuy,Negative
CMG,Consumer Cyclical,Restaurants,North America,Large Cap,High Volatility,Growth,56.96296,0,1.266,13211123.9,61.52000046,1.08,10984862720,1484432000,124.061,0.45673,23.215094,878918528,strongBuy,Negative
AIZ,Financial Services,Insurance - Property & Casualty,North America,Large Cap,Low Volatility,Growth,16.233025,1.4099999,0.568,358874.502,227.1000061,13.99,11755799552,741400000,39.627,0.15215,2.2201366,1712562560,buy,Negative
WEX,Technology,Software - Infrastructure,North America,Mid Cap,High Volatility,Growth,23.972046,0,1.574,352514.3426,188.6600037,7.87,2655000064,330600000,272.948,0.19598,4.476132,637937472,buy,Positive
ACHC,Healthcare,Medical Care Facilities,North America,Mid Cap,High Volatility,Value,13.321312,0,1.334,982539.0438,40.63000107,3.05,3122524928,280726016,63.897,0.09762,1.229796,-434516992,strongBuy,Negative
ORN,Industrials,Engineering & Construction,North America,Small Cap,Medium Volatility,Unknown,,0,0.802,392938.6454,8.720000267,-0.38,781107968,-12763000,73.488,-0.09523,2.3818629,47234624,buy,Positive
FLO,Consumer Defensive,Packaged Foods,North America,Mid Cap,Low Volatility,Growth,19.842106,4.24,0.361,1184601.594,22.62000084,1.14,5121389056,240670000,87.609,0.17307,3.36107,142710624,sell,Positive
ROIV,Healthcare,Biotechnology,North America,Mid Cap,High Volatility,Value,2.2942238,0,1.243,5804010.359,12.71000004,5.54,129129000,4595078144,0.945,1.28956,1.8087378,-472583744,buy,Negative
AXL,Consumer Cyclical,Auto Parts,North America,Small Cap,High Volatility,Growth,28.73913,0,1.949,1659503.187,6.610000134,0.23,6207099904,27900000,457.602,0.048130002,1.2612097,256662496,buy,Positive
MATW,Industrials,Conglomerates,North America,Small Cap,Medium Volatility,Unknown,,3.92,1.05,159063.3466,30.15999985,-1.93,1829209984,26224000,177.977,0.05108,1.8323209,70115624,buy,Negative
FCX,Basic Materials,Copper,North America,Large Cap,High Volatility,Growth,32.028988,1.36,1.91,12807904.38,44.20000076,1.38,25639999488,1996000000,33.531,0.16870001,3.619391,1289374976,buy,Negative
NNI,Financial Services,Credit Services,North America,Mid Cap,Medium Volatility,Growth,34.79872,1.0299999,0.924,76091.23506,108.9199982,3.13,1260967040,114679000,278.52,0.02717,1.2012131,,sell,Negative
HII,Industrials,Aerospace & Defense,North America,Mid Cap,Low Volatility,Value,11.188242,2.73,0.548,340119.5219,197.9199982,17.69,11708000256,701000000,67.095,0.17666,1.8425903,119000000,buy,Positive
EIX,Utilities,Utilities - Regulated Electric,North America,Large Cap,Medium Volatility,Growth,25.657894,3.56,0.935,2048917.131,87.75,3.42,17321000960,1322000000,202.126,0.07411,2.4234974,-1676499968,buy,Negative
MKTX,Financial Services,Capital Markets,North America,Mid Cap,Medium Volatility,Growth,34.958107,1.14,1.053,400007.1713,258.6900024,7.4,811940992,278668992,5.424,0.21625,7.039758,321532256,buy,Negative
PLAY,Communication Services,Entertainment,North America,Small Cap,High Volatility,Value,14.143885,0,2.138,1262519.92,39.31999969,2.78,2211099904,112600000,1084.177,0.37609002,5.4331903,-54412500,buy,Negative
FF,Basic Materials,Specialty Chemicals,North America,Small Cap,Low Volatility,Value,6.3536587,4.61,0.527,435289.243,5.210000038,0.82,273839008,36090000,0.044,0.14145,1.0689372,29524376,buy,Neutral
MTZ,Industrials,Engineering & Construction,North America,Large Cap,High Volatility,Growth,128.625,0,1.704,870179.6813,144.0599976,1.12,12180445184,88801000,96.625,0.04183,3.9947867,1012281984,buy,Positive
STE,Healthcare,Medical Devices,North America,Large Cap,Medium Volatility,Growth,36.75503,1.04,0.851,496403.5857,219.0599976,5.96,5325524992,591380992,36.303,0.092700005,3.2794397,653338240,buy,Negative
THFF,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Value,13.235772,3.69,0.472,45971.71315,48.84000015,3.69,190119008,43454000,,0.08387999,1.0190285,,strongSell,Positive
CDE,Basic Materials,Gold,North America,Mid Cap,High Volatility,Unknown,,0,1.649,7858656.175,6.460000038,-0.01,1010652032,-4457000,56.272,-0.00418,2.3811278,-47032124,buy,Positive
LPX,Industrials,Building Products & Equipment,North America,Mid Cap,High Volatility,Growth,20.309277,0.88,1.88,814866.5339,118.1999969,5.82,2919000064,417000000,22.329,0.26326,4.966387,370750016,buy,Negative
KNF,Basic Materials,Building Materials,North America,Mid Cap,Unknown,Growth,29.487179,0,,390267.7291,103.5,3.51,2888677120,199106000,50.099,0.14793,4.0439167,146475008,strongBuy,Negative
VSEC,Industrials,Aerospace & Defense,North America,Mid Cap,High Volatility,Growth,57.480392,0.34,1.553,141510.757,117.2600021,2.04,1016435968,33807000,60.854,0.04839,2.7430522,-24145750,buy,Positive
CPK,Utilities,Utilities - Regulated Gas,North America,Mid Cap,Low Volatility,Growth,26.832994,1.94,0.621,119768.5259,131.75,4.91,757489024,107274000,105.156,0.09686,2.1987283,-104442496,strongBuy,Negative
SEM,Healthcare,Medical Care Facilities,North America,Mid Cap,High Volatility,Value,9.864486,2.3699999,1.418,1144129.112,21.11000061,2.14,6968547840,265804000,198.62,0.18424,1.4277985,285733504,buy,Negative
JNJ,Healthcare,Drug Manufacturers - General,North America,Large Cap,Low Volatility,Growth,25.621487,3.2,0.518,7071678.486,155.0099945,6.05,87695998976,14766999552,50.958,0.20889,5.318762,19922499584,buy,Positive
IFF,Basic Materials,Specialty Chemicals,North America,Large Cap,High Volatility,Unknown,,1.75,1.238,1668767.331,91.36000061,-9.08,11416000512,-2320000000,66.117,-0.1453,1.5810878,-868499968,buy,Negative
SGA,Communication Services,Broadcasting,North America,Small Cap,Low Volatility,Growth,16.866667,7.91,0.322,18004.78088,12.64999962,0.75,110669000,4543000,7.095,,0.4776469,,buy,Positive
LXRX,Healthcare,Biotechnology,North America,Small Cap,High Volatility,Unknown,,0,1.244,3381156.574,0.800000012,-0.74,5229000,-216392992,55.96,-1.36087,1.6269231,,buy,Positive
PHM,Consumer Cyclical,Residential Construction,North America,Large Cap,High Volatility,Value,9.983026,0.64999997,1.641,1853599.203,135.2700043,13.55,17318807552,2878568960,19.411,0.26705,2.402323,983120384,buy,Negative
SPG,Real Estate,REIT - Retail,North America,Large Cap,High Volatility,Growth,24.382471,4.58,1.768,1462576.494,183.6000061,7.53,5909003776,2447808000,780.789,0.81232,22.417583,1973866496,strongBuy,Positive
GHC,Consumer Defensive,Education & Training Services,North America,Mid Cap,Medium Volatility,Growth,18.182386,0.74,1.114,15381.2749,931.1199951,51.21,4711917056,227524992,32.787,0.05939,1.0076892,213084880,sell,Positive
MRC,Energy,Oil & Gas Equipment & Services,North America,Small Cap,High Volatility,Growth,16.057472,0,1.979,574728.6853,13.97000027,0.87,3203000064,75000000,31.36,0.11445,2.13772,239124992,buy,Negative
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",North America,Small Cap,High Volatility,Growth,133.7857,4.9099997,1.205,34791.23506,18.72999954,0.14,402256992,1302000,33.904,0.00721,0.9160716,12528250,strongBuy,Positive
PCTY,Technology,Software - Application,North America,Large Cap,Medium Volatility,Growth,61.767857,0,0.931,497907.9681,207.5399933,3.36,1447885056,221822000,14.09,0.22198,10.460158,306012864,buy,Negative
ORLY,Consumer Cyclical,Specialty Retail,North America,Large Cap,Medium Volatility,Growth,30.77277,0,0.92,374692.0319,1243.219971,40.4,16444893184,2388054016,,,,1426241792,buy,Negative
ADSK,Technology,Software - Application,North America,Large Cap,High Volatility,Growth,58.147408,0,1.474,1584892.43,291.8999939,5.02,5805000192,1057000000,105.214,0.57445997,33.675587,1633500032,buy,Negative
VECO,Technology,Semiconductor Equipment & Materials,North America,Small Cap,Medium Volatility,Growth,20.05036,0,1.169,633335.4582,27.87000084,1.39,709094016,80386000,42.048,0.11557999,2.119714,481250,buy,Negative
FARO,Technology,Scientific & Technical Instruments,North America,Small Cap,High Volatility,Unknown,,0,1.259,180413.5458,26.25,-0.33,347732000,-6492000,35.356,-0.02523,1.9424301,39206624,buy,Positive
NFBK,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Growth,20.90625,3.8900003,0.732,271141.0359,13.38000011,0.64,124553000,26916000,,0.03891,0.8206072,,strongSell,Positive
TECH,Healthcare,Biotechnology,North America,Large Cap,High Volatility,Growth,79.32632,0.42,1.278,1032643.825,75.36000061,0.95,1171582976,150680992,18.653,0.07287,5.5983953,232410496,buy,Negative
PFGC,Consumer Defensive,Food Distribution,North America,Large Cap,High Volatility,Growth,32.560883,0,1.446,1018334.263,88.23999786,2.71,55158099968,423200000,137.346,0.10532,3.2395916,575825024,buy,Positive
EGRX,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Small Cap,Low Volatility,Value,1.1294117,0,0.62,190200.3984,0.709999979,0.85,257551008,11948000,28.747,0.04877,0.04987531,38314752,strongBuy,Positive
GLPI,Real Estate,REIT - Specialty,North America,Large Cap,Medium Volatility,Growth,18.045456,5.89,0.999,1349619.522,51.61000061,2.86,1510960000,778259968,165.849,0.17936,3.3281744,99952872,buy,Negative
MTH,Consumer Cyclical,Residential Construction,North America,Mid Cap,High Volatility,Value,8.641791,1.5700001,1.822,411294.0239,191.0700073,22.11,6433726976,812387968,27.268,0.17192,1.374377,-350566624,buy,Negative
FET,Energy,Oil & Gas Equipment & Services,North America,Small Cap,High Volatility,Unknown,,0,2.47,43306.77291,15.25,-4.23,800611968,-48606000,65.26,-0.11295,0.4223558,48385376,sell,Positive
ALGM,Technology,Semiconductors,North America,Mid Cap,High Volatility,Unknown,,0,1.688,1895309.163,21.72999954,-0.14,849875008,-25120000,45.248,-0.024449999,4.2649655,69165128,buy,Positive
L,Financial Services,Insurance - Property & Casualty,North America,Large Cap,Medium Volatility,Value,11.533245,0.29,0.818,730262.1514,86.73000336,7.52,17222000640,1672999936,52.247,0.10669,1.093957,1227500032,strongSell,Negative
SCL,Basic Materials,Specialty Chemicals,North America,Small Cap,Medium Volatility,Growth,38.45,2,0.805,98670.91633,76.90000153,2,2186796032,45827000,62.226,0.037839998,1.418636,16744500,buy,Negative
AHH,Real Estate,REIT - Diversified,North America,Small Cap,Medium Volatility,Unknown,,7.4200004,1.056,476868.5259,11.05000019,-0.22,756902976,-14566000,164.702,-0.0087,1.7871584,56314000,strongBuy,Negative
SANM,Technology,Electronic Components,North America,Mid Cap,Medium Volatility,Growth,20.309464,0,0.892,422194.0239,79.41000366,3.91,7568328192,222536000,13.437,0.1016,1.8421603,168032256,sell,Positive
FSP,Real Estate,REIT - Office,North America,Small Cap,Low Volatility,Unknown,,2.09,0.791,589315.5378,1.909999967,-0.4,126508000,-40622000,41.163,-0.05901,0.29727626,127419504,sell,Positive
FTNT,Technology,Software - Infrastructure,North America,Large Cap,Medium Volatility,Growth,47.76382,0,0.995,5533398.008,95.05000305,1.99,5710799872,1529900032,118.588,3.1152499,80.14334,1648400000,buy,Negative
SNPS,Technology,Software - Infrastructure,North America,Large Cap,Medium Volatility,Growth,57.457817,0,1.076,1052858.964,558.4899902,9.72,6483438080,1511323008,8.7,0.21819,11.1281805,-144225504,buy,Positive
MGRC,Industrials,Rental & Leasing Services,North America,Mid Cap,Low Volatility,Value,13.31694,1.56,0.731,231763.745,121.8499985,9.15,888782976,224794000,55.624,0.22419001,2.7343311,-34434000,strongBuy,Negative
VLO,Energy,Oil & Gas Refining & Marketing,North America,Large Cap,High Volatility,Value,12.221441,3.08,1.374,2959741.833,139.0800018,11.38,1.28731E+11,3680999936,38.593,0.13797,1.7435782,4791000064,buy,Negative
HTBK,Financial Services,Banks - Regional,North America,Small Cap,Medium Volatility,Value,14.9577465,4.9000002,0.913,389024.3028,10.61999989,0.71,169172000,43235000,,0.06418,0.9498256,,buy,Negative
AGCO,Industrials,Farm & Heavy Construction Machinery,North America,Mid Cap,High Volatility,Growth,44.783184,1.15,1.249,778599.2032,101.2099991,2.26,12575299584,169900000,94.037,0.03777,1.8209786,438887488,strongBuy,Positive
BHE,Technology,Electronic Components,North America,Small Cap,Medium Volatility,Growth,28.19186,1.39999995,0.982,294550.5976,48.49000168,1.72,2690572032,62456000,37.483,0.05768,1.5817459,279251872,buy,Positive
SJW,Utilities,Utilities - Regulated Water,North America,Small Cap,Low Volatility,Growth,20.115524,2.87,0.621,188227.0916,55.72000122,2.77,721956992,89996000,133.081,0.07047,1.3880378,-118845376,buy,Positive
EVTC,Technology,Software - Infrastructure,North America,Mid Cap,Medium Volatility,Growth,28.125,0.56,1.156,389809.9602,36,1.28,823712000,84037000,178.841,0.15877,4.5558085,98203752,buy,Positive
ABG,Consumer Cyclical,Auto & Truck Dealerships,North America,Mid Cap,Medium Volatility,Value,14.580808,0,1.165,182787.251,259.8299866,17.82,16495800320,357000000,151.657,0.108,1.5136228,-426500000,buy,Negative
PWR,Industrials,Engineering & Construction,North America,Large Cap,Medium Volatility,Growth,63.68207,0.11999999,1.009,904039.4422,344.519989,5.41,22903320576,810611968,70.631,0.12696,7.192034,1833279744,buy,Negative
MOD,Consumer Cyclical,Auto Parts,North America,Mid Cap,High Volatility,Growth,44.667763,0,2.246,823484.4622,135.7899933,3.04,2484400128,163600000,57.436,0.21461001,8.301137,52550000,buy,Negative
MORN,Financial Services,Financial Data & Stock Exchanges,North America,Large Cap,Medium Volatility,Growth,46.721634,0.46,1.182,122913.5458,354.1499939,7.58,2222799872,326500000,66.59,0.2324,9.700083,425249984,buy,Negative
GM,Consumer Cyclical,Auto Manufacturers,North America,Large Cap,High Volatility,Value,5.932764,0.86,1.414,15396935.06,55.59000015,9.37,1.82719E+11,10988999680,174.581,0.14167,0.86204755,-2336875008,buy,Positive
WFC,Financial Services,Banks - Diversified,North America,Large Cap,Medium Volatility,Growth,15.835758,2.1,1.136,18197223.11,76.16999817,4.81,77875003392,16965000192,,0.099139996,1.5476046,,buy,Positive
CNOB,Financial Services,Banks - Regional,North America,Small Cap,High Volatility,Growth,15.895953,2.6199998,1.237,184434.6614,27.5,1.73,248640992,66470000,,0.05989,0.9322982,,strongBuy,Neutral
FR,Real Estate,REIT - Industrial,North America,Mid Cap,Medium Volatility,Growth,23.038794,2.77,1.093,1092033.865,53.45000076,2.32,655526976,308113984,80.943,0.1193,2.6872802,468445632,buy,Negative
ADXS,Healthcare,Biotechnology,North America,Small Cap,Unknown,Unknown,,0,,10109.96813,0.027000001,-7.99,13000,-48072000,,,,-3245250,strongSell,Positive
SIGI,Financial Services,Insurance - Property & Casualty,North America,Mid Cap,Low Volatility,Growth,27.443546,1.49,0.565,356074.1036,102.0899963,3.72,4715951104,227124992,16.044,0.08132,2.0912368,805157632,buy,Negative
MSA,Industrials,Security & Protection Services,North America,Mid Cap,Medium Volatility,Growth,25.117052,1.17,0.989,153898.8048,173.8099976,6.92,1803800064,273360992,55.148,0.27843,6.258011,256005120,strongBuy,Positive
CNP,Utilities,Utilities - Regulated Electric,North America,Large Cap,Medium Volatility,Growth,21.746666,2.5799999,0.917,5250262.151,32.61999893,1.5,8562999808,963000000,188.828,0.09573,2.0179398,-1512749952,strongBuy,Positive
OSUR,Healthcare,Medical Instruments & Supplies,North America,Small Cap,Low Volatility,Growth,25.333332,0,0.046,885791.6335,3.799999952,0.15,224263008,11367000,2.61,0.027379999,0.6660824,63774624,strongBuy,Negative
LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",North America,Small Cap,High Volatility,Unknown,,2.8900001,1.26,73556.57371,5.889999866,-1,670888000,-21376000,125.43,-0.09557,0.5907723,40524376,buy,Positive
IDXX,Healthcare,Diagnostics & Research,North America,Large Cap,High Volatility,Growth,40.63102,0,1.357,507527.49,421.75,10.38,3844816896,866238976,61.696,0.59424,21.383665,792041600,buy,Negative
